,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
9588,Highett,14 Avoca St,3,h,1155000.0,PI,Buxton,2017-06-17,16.0,3190,3,2,1,650.0,151.97,1970,Bayside,-37.95378,145.03267,Southern Metropolitan,4794
9589,Highett,6 Muir St,4,h,1220000.0,SP,Buxton,2017-06-17,16.0,3190,4,1,2,633.0,151.97,1970,Bayside,-37.94578,145.03564,Southern Metropolitan,4794
9590,Highett,3/46 Tibrockney St,2,h,548000.0,S,Smart,2017-06-17,16.0,3190,2,1,1,0.0,151.97,1970,Bayside,-37.95037,145.03473,Southern Metropolitan,4794
9594,Huntingdale,23 Beauford St,3,h,1093800.0,S,Ray,2017-06-17,12.3,3166,3,1,2,501.0,180.0,1970,Monash,-37.90805,145.10683999999995,Southern Metropolitan,768
9595,Huntingdale,50 Ross St,4,h,1145000.0,S,Ray,2017-06-17,12.3,3166,4,1,2,603.0,151.0,1960,Monash,-37.90822,145.11146000000005,Southern Metropolitan,768
9596,Ivanhoe East,12 Wilfred Rd,2,h,1853000.0,S,Ray,2017-06-17,7.8,3079,2,2,2,751.0,151.97,1970,Banyule,-37.77521,145.05426,Eastern Metropolitan,1554
9598,Keilor East,6 Mark St,4,h,1120000.0,S,Barry,2017-06-17,11.7,3033,4,2,2,599.0,151.97,1970,Moonee Valley,-37.73514,144.87143999999995,Western Metropolitan,5629
9599,Keilor East,68 Nyah St,3,h,1001000.0,S,Nelson,2017-06-17,11.7,3033,3,1,2,605.0,151.97,1970,Moonee Valley,-37.73137,144.86882,Western Metropolitan,5629
9600,Keilor Park,7 Collinson St,3,h,690000.0,PI,Barry,2017-06-17,10.4,3042,3,1,2,650.0,151.97,1970,Brimbank,-37.72529,144.85682,Western Metropolitan,1119
9601,Kensington,18 Altona St,2,h,1070000.0,S,Biggin,2017-06-17,3.4,3031,2,1,0,282.0,151.97,1970,Melbourne,-37.79882,144.92745,Northern Metropolitan,5263
9604,Kensington,24 McConnell St,2,h,1150000.0,S,Hodges,2017-06-17,3.4,3031,2,1,0,147.0,95.0,1890,Melbourne,-37.79067,144.92844,Northern Metropolitan,5263
9605,Kensington,54 McConnell St,4,h,1415000.0,SP,Biggin,2017-06-17,3.4,3031,4,2,0,199.0,96.0,1982,Melbourne,-37.7916,144.92855,Northern Metropolitan,5263
9606,Kensington,7/11 Smith St,1,u,370000.0,SP,Rendina,2017-06-17,3.4,3031,1,1,1,0.0,151.97,2011,Melbourne,-37.79122,144.93175,Northern Metropolitan,5263
9608,Kew,2/65 Parkhill Rd,3,t,1375000.0,VB,Jellis,2017-06-17,5.4,3101,3,3,3,325.0,151.97,1970,Boroondara,-37.80506,145.05223999999995,Southern Metropolitan,10331
9611,Kingsville,62A Williamstown Rd,2,h,735000.0,PI,McGrath,2017-06-17,6.4,3012,2,1,1,170.0,151.97,1970,Maribyrnong,-37.80635,144.8845,Western Metropolitan,1808
9612,Lalor,11 Bruce St,3,h,638000.0,S,Harcourts,2017-06-17,16.3,3075,3,1,2,679.0,130.0,1965,Whittlesea,-37.67304,145.03396999999995,Northern Metropolitan,8279
9616,Maidstone,6 Mandrel St,2,t,505500.0,SP,hockingstuart,2017-06-17,6.4,3012,2,1,1,59.0,151.97,2014,Maribyrnong,-37.77824,144.87427,Western Metropolitan,3873
9619,McKinnon,1/89 Wheatley Rd,3,u,960000.0,S,Buxton,2017-06-17,11.4,3204,3,2,3,220.0,151.97,1970,Glen Eira,-37.90958,145.03371,Southern Metropolitan,2397
9632,Mitcham,16 Burnett St,4,h,1302000.0,S,Noel,2017-06-17,17.2,3132,4,1,1,842.0,160.0,1950,Whitehorse,-37.81235,145.19756,Eastern Metropolitan,6871
9636,Moorabbin,6 Bataba St,4,h,1289000.0,S,RT,2017-06-17,14.3,3189,4,2,1,532.0,151.97,1970,Kingston,-37.93686,145.03966,Southern Metropolitan,2555
9642,Mount Waverley,23 Baily St,3,h,1530000.0,S,Ray,2017-06-17,14.2,3149,3,1,2,810.0,151.97,1970,Monash,-37.86838,145.14664,Eastern Metropolitan,13366
9643,Mount Waverley,25 Carrol Gr,4,h,1352000.0,SP,McGrath,2017-06-17,14.2,3149,4,3,2,708.0,150.0,1960,Monash,-37.89187,145.11049,Eastern Metropolitan,13366
9644,Mount Waverley,57 Cratloe Rd,3,h,1360000.0,S,Barry,2017-06-17,14.2,3149,3,2,2,710.0,151.97,1970,Monash,-37.8622,145.12563,Eastern Metropolitan,13366
9645,Mount Waverley,18 Malcolm Ct,3,h,1530000.0,S,Ray,2017-06-17,14.2,3149,3,1,1,750.0,151.97,1970,Monash,-37.87718,145.11248,Eastern Metropolitan,13366
9648,Mulgrave,2 Emily Ct,3,h,901000.0,S,Win,2017-06-17,18.8,3170,3,1,2,801.0,151.97,1970,Monash,-37.93105,145.16962,South-Eastern Metropolitan,7113
9649,Mulgrave,13 Excelsior Cct,3,h,757500.0,S,Ray,2017-06-17,18.8,3170,3,2,1,145.0,151.97,1970,Monash,-37.93226,145.19097,South-Eastern Metropolitan,7113
9650,Mulgrave,13 Merrill St,3,h,757000.0,S,Barry,2017-06-17,18.8,3170,3,1,1,664.0,151.97,1970,Monash,-37.92773,145.16984,South-Eastern Metropolitan,7113
9652,Murrumbeena,3/30 Ardyne St,3,t,900000.0,S,Barry,2017-06-17,10.1,3163,3,2,2,238.0,151.97,1998,Glen Eira,-37.89345,145.06875,Southern Metropolitan,4442
9653,Murrumbeena,3/17 Gerald St,2,u,660000.0,S,Woodards,2017-06-17,10.1,3163,2,1,1,109.0,151.97,1970,Glen Eira,-37.89578,145.06899,Southern Metropolitan,4442
9654,Murrumbeena,12 Lydson St,3,h,1561000.0,S,hockingstuart,2017-06-17,10.1,3163,3,1,2,627.0,132.0,1930,Glen Eira,-37.89561,145.07502,Southern Metropolitan,4442
9655,Newport,39 Mirls St,4,h,1005000.0,S,Sweeney,2017-06-17,6.2,3015,4,1,1,390.0,151.97,1970,Hobsons Bay,-37.84283,144.87958999999995,Western Metropolitan,5498
9659,North Melbourne,8 Baillie St,1,h,1000000.0,S,W.B.,2017-06-17,1.8,3051,1,1,0,133.0,151.97,1970,Melbourne,-37.80131,144.94753,Northern Metropolitan,6821
9660,North Melbourne,141 Howard St,1,t,780000.0,S,Nick,2017-06-17,1.8,3051,1,1,0,37.0,151.97,1970,Melbourne,-37.80376,144.95379,Northern Metropolitan,6821
9661,North Melbourne,17/198 Peel St,2,u,550000.0,S,Biggin,2017-06-17,1.8,3051,2,1,1,0.0,151.97,1970,Melbourne,-37.80298,144.9568,Northern Metropolitan,6821
9662,Northcote,10 Balgonie Pl,2,h,1001000.0,S,Nelson,2017-06-17,5.3,3070,2,1,0,166.0,151.97,1970,Darebin,-37.7702,144.99987,Northern Metropolitan,11364
9663,Northcote,4 Barry St,2,h,905000.0,PI,Nelson,2017-06-17,5.3,3070,2,1,0,114.0,151.97,1970,Darebin,-37.78024,144.99289,Northern Metropolitan,11364
9664,Northcote,19 Emmaline St,3,h,1305000.0,SP,McGrath,2017-06-17,5.3,3070,3,1,0,375.0,151.97,1999,Darebin,-37.76397,144.99481,Northern Metropolitan,11364
9665,Northcote,205 Mitchell St,3,h,1516000.0,S,Barry,2017-06-17,5.3,3070,3,1,2,504.0,151.97,1970,Darebin,-37.77358,145.01286000000005,Northern Metropolitan,11364
9666,Northcote,1/136 St Georges Rd,2,u,503000.0,SP,Jellis,2017-06-17,5.3,3070,2,1,1,0.0,151.97,1970,Darebin,-37.76926,144.99157,Northern Metropolitan,11364
9667,Notting Hill,1/3 Saniky St,3,u,840000.0,S,Barry,2017-06-17,16.7,3168,3,1,1,390.0,118.0,1970,Monash,-37.90354,145.14394,Southern Metropolitan,902
9669,Nunawading,11 Plymouth Ct,3,h,913000.0,S,Fletchers,2017-06-17,15.4,3131,3,2,1,431.0,151.97,1970,Whitehorse,-37.81206,145.18126999999996,Eastern Metropolitan,4973
9671,Nunawading,6 West St,3,u,806000.0,S,McGrath,2017-06-17,15.4,3131,3,1,2,319.0,151.97,1970,Whitehorse,-37.82275,145.1764,Eastern Metropolitan,4973
9672,Oak Park,74 Devereaux St,3,h,840000.0,SP,Nelson,2017-06-17,11.2,3046,3,1,1,722.0,115.0,1960,Moreland,-37.71433,144.90616,Northern Metropolitan,2651
9674,Oak Park,117A Vincent St,2,t,790000.0,S,Eview,2017-06-17,11.2,3046,2,2,1,208.0,127.0,2010,Moreland,-37.71679,144.90901000000005,Northern Metropolitan,2651
9675,Oakleigh East,1/17 Claudel St,3,t,820000.0,S,Biggin,2017-06-17,12.3,3166,3,2,1,200.0,130.0,2013,Monash,-37.91017,145.11488,Southern Metropolitan,2547
9676,Oakleigh South,36 Bossington St,3,h,1218500.0,S,hockingstuart,2017-06-17,15.5,3167,3,1,2,673.0,101.0,1950,Monash,-37.91693,145.08739,South-Eastern Metropolitan,3692
9677,Ormond,13/37 Murray Rd,2,h,695000.0,S,Buxton,2017-06-17,11.4,3204,2,1,1,126.0,75.45,1970,Glen Eira,-37.90552,145.03087,Southern Metropolitan,3578
9685,Port Melbourne,280 Nott St,2,h,1355000.0,S,Greg,2017-06-17,3.5,3207,2,1,0,156.0,151.97,1970,Port Phillip,-37.83343,144.94554,Southern Metropolitan,8648
9686,Port Melbourne,380 Ross St,3,t,1388000.0,S,Marshall,2017-06-17,3.5,3207,3,2,2,104.0,146.0,2015,Port Phillip,-37.83165,144.94411000000005,Southern Metropolitan,8648
9687,Port Melbourne,58 Station St,1,h,964000.0,S,Cayzer,2017-06-17,3.5,3207,1,1,0,85.0,151.97,1970,Port Phillip,-37.8371,144.93858999999995,Southern Metropolitan,8648
9688,Prahran,4 Anchor Pl,4,h,1805000.0,S,Gary,2017-06-17,4.6,3181,4,2,1,105.0,151.97,1970,Stonnington,-37.85102,144.99408,Southern Metropolitan,7717
9689,Prahran,107A Charles St,3,t,1420000.0,S,Whiting,2017-06-17,4.6,3181,3,2,2,187.0,151.97,1970,Stonnington,-37.84714,144.98927,Southern Metropolitan,7717
9690,Prahran,409/10 Hillingdon Pl,2,u,735000.0,S,Beller,2017-06-17,4.6,3181,2,1,1,0.0,151.97,1970,Stonnington,-37.85127,144.99434,Southern Metropolitan,7717
9694,Preston,35 Leicester St,3,h,1017500.0,S,hockingstuart,2017-06-17,8.4,3072,3,1,2,592.0,151.97,1970,Darebin,-37.74356,144.99464,Northern Metropolitan,14577
9695,Preston,50 Newcastle St,2,h,1050000.0,S,Love,2017-06-17,8.4,3072,2,1,1,688.0,151.97,1970,Darebin,-37.74847000000001,145.01193,Northern Metropolitan,14577
9696,Preston,196 Raglan St,4,h,840000.0,PI,McGrath,2017-06-17,8.4,3072,4,1,1,313.0,113.0,1950,Darebin,-37.74955,145.00949,Northern Metropolitan,14577
9702,Richmond,4 Bell St,2,h,1172000.0,S,Collins,2017-06-17,2.4,3121,2,1,0,155.0,151.97,1970,Yarra,-37.82418,145.00185,Northern Metropolitan,14949
9703,Richmond,182 Buckingham St,3,t,1255000.0,S,Jellis,2017-06-17,2.4,3121,3,2,1,124.0,123.0,2008,Yarra,-37.8147,145.00852,Northern Metropolitan,14949
9704,Richmond,10 Campbell St,2,h,1275000.0,S,Biggin,2017-06-17,2.4,3121,2,1,1,110.0,72.0,1890,Yarra,-37.82324000000001,145.01331000000005,Northern Metropolitan,14949
9705,Richmond,51 Garfield St,3,h,1120000.0,S,Biggin,2017-06-17,2.4,3121,3,2,2,134.0,149.0,2007,Yarra,-37.81186,144.99472,Northern Metropolitan,14949
9706,Richmond,17/47 Mary St,3,h,1190000.0,S,Biggin,2017-06-17,2.4,3121,3,2,1,105.0,110.0,1997,Yarra,-37.82146,145.00203,Northern Metropolitan,14949
9708,Richmond,7 Wiltshire St,3,h,1425000.0,S,Marshall,2017-06-17,2.4,3121,3,3,3,81.0,81.0,2000,Yarra,-37.82622,144.99879,Northern Metropolitan,14949
9717,Sandringham,4/64 Edward St,3,u,760000.0,VB,Hodges,2017-06-17,15.2,3191,3,1,1,178.0,151.97,1970,Bayside,-37.96224,145.01683,Southern Metropolitan,4497
9719,Seaholme,2 Garden Gr,4,h,1410000.0,S,Greg,2017-06-17,11.0,3018,4,1,2,521.0,151.97,1970,Hobsons Bay,-37.86781,144.84275,Western Metropolitan,852
9720,Seddon,6 Alexander St,3,h,900000.0,SP,Village,2017-06-17,5.1,3011,3,1,0,194.0,151.97,1970,Maribyrnong,-37.8041,144.8916,Western Metropolitan,2417
9721,Seddon,5/4 Edward St,1,u,322500.0,S,Village,2017-06-17,5.1,3011,1,1,1,0.0,151.97,1970,Maribyrnong,-37.80504000000001,144.88685,Western Metropolitan,2417
9722,Seddon,14 James St,3,h,900000.0,SP,Sweeney,2017-06-17,5.1,3011,3,1,1,252.0,120.0,1970,Maribyrnong,-37.80552,144.88889,Western Metropolitan,2417
9724,South Melbourne,1403/38 Bank St,3,u,1250000.0,S,Greg,2017-06-17,1.9,3205,3,2,3,0.0,113.0,2001,Port Phillip,-37.83185,144.96817,Southern Metropolitan,5943
9726,South Yarra,37/12 Copelen St,2,t,1050000.0,S,Kay,2017-06-17,2.7,3141,2,1,1,0.0,151.97,1970,Stonnington,-37.83543,144.99907,Southern Metropolitan,14887
9730,St Albans,46A Collins St,3,t,460000.0,S,Ray,2017-06-17,14.0,3021,3,1,1,160.0,129.0,2000,Brimbank,-37.73915,144.80289,Western Metropolitan,14042
9731,St Albans,9 Cornhill St,3,h,610000.0,PI,S&L,2017-06-17,14.0,3021,3,1,1,582.0,116.0,1960,Brimbank,-37.74538,144.79216,Western Metropolitan,14042
9732,St Albans,1 Harris St,3,h,630000.0,S,Ray,2017-06-17,14.0,3021,3,1,2,524.0,151.97,1970,Brimbank,-37.75098,144.80331,Western Metropolitan,14042
9733,St Albans,2/52 Walter St,3,u,500000.0,S,Sweeney,2017-06-17,14.0,3021,3,1,1,388.0,95.0,1992,Brimbank,-37.73163,144.80697,Western Metropolitan,14042
9734,St Kilda,9/60 Carlisle St,2,u,615000.0,S,hockingstuart,2017-06-17,5.0,3182,2,1,1,1123.0,84.0,1920,Port Phillip,-37.86736,144.98391,Southern Metropolitan,13240
9736,Sunshine,3/1 Centre St,4,u,660000.0,S,Bells,2017-06-17,10.5,3020,4,2,2,283.0,151.97,2007,Brimbank,-37.78579000000001,144.83597,Western Metropolitan,3755
9737,Sunshine,65 Devonshire Rd,3,h,810000.0,VB,GL,2017-06-17,10.5,3020,3,1,2,459.0,114.0,1970,Brimbank,-37.78519,144.83651,Western Metropolitan,3755
9738,Sunshine,43 Duke St,3,h,805000.0,S,Douglas,2017-06-17,10.5,3020,3,1,2,631.0,115.0,1965,Brimbank,-37.78956,144.84526,Western Metropolitan,3755
9739,Sunshine West,1/11 Glengala Rd,3,h,453000.0,S,hockingstuart,2017-06-17,10.5,3020,3,1,1,305.0,151.97,2006,Brimbank,-37.78874,144.82398999999995,Western Metropolitan,6763
9741,Surrey Hills,4/40 Durham Rd,3,u,780000.0,SP,Noel,2017-06-17,10.2,3127,2,1,1,149.0,151.97,1970,Boroondara,-37.82971,145.09007,Southern Metropolitan,5457
9745,Taylors Lakes,18 Whiteley Pde,4,h,715000.0,S,Barry,2017-06-17,15.5,3038,4,3,2,679.0,151.97,1970,Brimbank,-37.68903,144.77226000000005,Western Metropolitan,5336
9747,Templestowe Lower,124 Swanston St,3,h,1240000.0,S,Barry,2017-06-17,12.4,3107,3,2,1,673.0,150.0,1965,Manningham,-37.75965,145.09937,Eastern Metropolitan,5420
9748,Thornbury,1/24 Dundas St,2,t,756000.0,S,Love,2017-06-17,7.0,3071,2,1,1,0.0,103.0,2010,Darebin,-37.75267,145.00361999999996,Northern Metropolitan,8870
9749,Thornbury,55 Rennie St,2,h,1205500.0,S,Nelson,2017-06-17,7.0,3071,2,1,1,361.0,151.97,1970,Darebin,-37.75309,144.98908,Northern Metropolitan,8870
9750,Thornbury,371 Station St,3,h,1031000.0,S,McGrath,2017-06-17,7.0,3071,3,1,2,612.0,151.97,1950,Darebin,-37.76063,145.02139,Northern Metropolitan,8870
9753,Vermont South,250 Hawthorn Rd,4,h,1050000.0,VB,Noel,2017-06-17,17.2,3133,4,2,2,651.0,187.0,1975,Whitehorse,-37.84842,145.1816,Eastern Metropolitan,4280
9754,Vermont South,23 Overland Dr,4,h,1208000.0,S,Ray,2017-06-17,17.2,3133,4,2,2,785.0,151.97,1970,Whitehorse,-37.86343,145.18542,Eastern Metropolitan,4280
9757,Watsonia,42 Frensham Rd,3,h,835000.0,S,Barry,2017-06-17,14.5,3087,3,2,1,447.0,151.97,1997,Banyule,-37.71627,145.08526,Northern Metropolitan,2329
9758,Watsonia,28 Grace St,3,h,1010000.0,S,Buckingham,2017-06-17,14.5,3087,3,1,2,700.0,151.97,1970,Banyule,-37.70994,145.07997,Northern Metropolitan,2329
9759,Watsonia,60 Princes St,3,h,830000.0,S,Miles,2017-06-17,14.5,3087,3,1,2,696.0,151.97,1970,Banyule,-37.70576,145.07788,Northern Metropolitan,2329
9762,Windsor,19 Newry St,3,h,1400000.0,VB,Jellis,2017-06-17,4.6,3181,3,1,0,364.0,151.97,1970,Stonnington,-37.85538,145.00013,Southern Metropolitan,4380
9763,Yarraville,42 Wilkins St,4,h,1035000.0,S,Jas,2017-06-17,6.3,3013,4,2,3,463.0,151.97,1970,Maribyrnong,-37.81869,144.8726,Western Metropolitan,6543
9764,Abbotsford,2 Federation La,3,h,855000.0,S,Nelson,2017-06-24,3.0,3067,3,2,1,92.0,116.0,2004,Yarra,-37.79683,144.99586000000005,Northern Metropolitan,4019
9766,Airport West,2/19 Hart St,3,u,737500.0,SP,Brad,2017-06-24,10.4,3042,3,2,2,143.0,151.97,2012,Moonee Valley,-37.72967,144.88835,Western Metropolitan,3464
9767,Airport West,4 Myrtle Gr,3,h,905000.0,S,Jellis,2017-06-24,10.4,3042,3,1,2,573.0,151.97,1965,Moonee Valley,-37.72908,144.88326999999995,Western Metropolitan,3464
9768,Albanvale,28 Oakwood Rd,3,h,526500.0,S,Ray,2017-06-24,14.0,3021,3,1,2,529.0,151.97,1970,Brimbank,-37.7438,144.77059,Western Metropolitan,1899
9770,Albert Park,354 Montague St,3,h,1800000.0,VB,Greg,2017-06-24,3.0,3206,3,1,1,130.0,151.97,1970,Port Phillip,-37.842,144.95601000000005,Southern Metropolitan,3280
9771,Alphington,1 Shiers St,4,h,1800000.0,S,Thomas,2017-06-24,5.7,3078,4,1,2,605.0,151.97,1970,Darebin,-37.77474,145.03011999999995,Northern Metropolitan,2211
9773,Altona,2 Finch St,3,h,1020000.0,SP,Greg,2017-06-24,11.0,3018,3,1,2,570.0,151.97,1970,Hobsons Bay,-37.87028,144.80749,Western Metropolitan,5301
9774,Altona,29 Seves St,3,h,1280000.0,S,Barlow,2017-06-24,11.0,3018,3,1,1,798.0,151.97,1970,Hobsons Bay,-37.86677,144.83722,Western Metropolitan,5301
9776,Ascot Vale,75B Bloomfield Rd,3,h,1010000.0,S,Brad,2017-06-24,4.3,3032,3,2,1,150.0,125.0,1990,Moonee Valley,-37.77639,144.91666,Western Metropolitan,6567
9777,Ascot Vale,103b Maribyrnong Rd,3,u,819000.0,S,Nelson,2017-06-24,4.3,3032,3,2,1,166.0,151.97,1970,Moonee Valley,-37.7719,144.91565,Western Metropolitan,6567
9778,Ascot Vale,18 McCully St,3,h,990000.0,S,Brad,2017-06-24,4.3,3032,3,1,0,196.0,102.0,1900,Moonee Valley,-37.77552,144.92022,Western Metropolitan,6567
9779,Ascot Vale,18A Middle St,3,t,1200000.0,S,Jellis,2017-06-24,4.3,3032,3,2,2,198.0,151.97,1970,Moonee Valley,-37.7771,144.92793,Western Metropolitan,6567
9780,Ascot Vale,68 South St,3,h,1375000.0,S,Brad,2017-06-24,4.3,3032,3,1,2,483.0,151.97,1970,Moonee Valley,-37.7777,144.92512,Western Metropolitan,6567
9781,Ascot Vale,97 The Crescent,3,h,1100000.0,PI,hockingstuart,2017-06-24,4.3,3032,3,2,2,239.0,151.97,1970,Moonee Valley,-37.77263,144.92045,Western Metropolitan,6567
9782,Ashburton,103 Fakenham Rd,3,h,1850000.0,S,Marshall,2017-06-24,10.2,3147,3,2,2,720.0,151.97,1970,Boroondara,-37.86286,145.09228000000004,Southern Metropolitan,3052
9783,Ashwood,4 Moore St,4,h,1425000.0,S,Buxton,2017-06-24,10.2,3147,4,1,2,778.0,151.97,1970,Monash,-37.86301,145.11158999999995,Southern Metropolitan,2894
9785,Balaclava,5a Rosamond St,3,h,1475000.0,S,Gary,2017-06-24,6.4,3183,3,2,1,147.0,151.97,1970,Port Phillip,-37.86997,144.9908,Southern Metropolitan,2952
9787,Balwyn North,22 Abbott St,2,h,1500000.0,VB,Fletchers,2017-06-24,9.7,3104,2,1,1,943.0,151.97,1970,Boroondara,-37.79219000000001,145.10214,Southern Metropolitan,7809
9789,Balwyn North,3/4 Lemon Rd,2,u,682000.0,S,hockingstuart,2017-06-24,9.7,3104,2,1,1,140.0,151.97,1970,Boroondara,-37.79334,145.10025,Southern Metropolitan,7809
9795,Bentleigh East,1/16 Brady Rd,3,t,817000.0,S,Buxton,2017-06-24,13.8,3165,3,1,2,332.0,151.97,1970,Glen Eira,-37.93462,145.06562,Southern Metropolitan,10969
9796,Bentleigh East,12 Kennedy St,4,h,1815000.0,S,hockingstuart,2017-06-24,13.8,3165,4,3,2,933.0,107.0,1960,Glen Eira,-37.91954000000001,145.07637,Southern Metropolitan,10969
9797,Bentleigh East,10 Majdal St,3,h,1225000.0,SP,Buxton,2017-06-24,13.8,3165,3,1,2,580.0,129.0,1950,Glen Eira,-37.90984,145.08001000000004,Southern Metropolitan,10969
9799,Blackburn,1/10 Duckham St,3,h,880000.0,PI,Fletchers,2017-06-24,13.4,3130,3,1,1,335.0,110.0,1960,Whitehorse,-37.82876,145.13808999999995,Eastern Metropolitan,5713
9800,Blackburn,14 Kerr St,4,h,1562000.0,S,Noel,2017-06-24,13.4,3130,4,2,1,592.0,151.97,1970,Whitehorse,-37.81175,145.14213999999996,Eastern Metropolitan,5713
9801,Blackburn,31 Stanley Gr,3,h,1530000.0,S,Noel,2017-06-24,13.4,3130,3,1,2,785.0,151.97,1970,Whitehorse,-37.81321,145.14635,Eastern Metropolitan,5713
9802,Blackburn South,14 Indra Rd,3,h,1264000.0,S,Noel,2017-06-24,13.4,3130,3,1,2,579.0,126.0,1960,Whitehorse,-37.83831,145.13985,Eastern Metropolitan,4387
9804,Braybrook,15 McLennan St,3,h,810000.0,VB,GL,2017-06-24,8.6,3019,3,1,2,649.0,151.97,1970,Maribyrnong,-37.78261,144.84954,Western Metropolitan,3589
9805,Braybrook,15 Myalla St,2,h,570000.0,VB,Sweeney,2017-06-24,8.6,3019,2,1,2,567.0,74.0,1950,Maribyrnong,-37.7877,144.84757,Western Metropolitan,3589
9810,Brighton East,167 Thomas St,3,h,1300000.0,VB,Buxton,2017-06-24,10.3,3187,3,1,2,684.0,77.0,1940,Bayside,-37.90514,145.02524,Southern Metropolitan,6938
9811,Brunswick,240 Barkly St,3,h,1275000.0,PI,Woodards,2017-06-24,5.2,3056,3,1,1,406.0,156.0,1900,Moreland,-37.77655,144.96325,Northern Metropolitan,11918
9812,Brunswick,40 Blair St,2,h,900000.0,VB,Nelson,2017-06-24,5.2,3056,2,1,0,191.0,151.97,1970,Moreland,-37.77012,144.96476,Northern Metropolitan,11918
9813,Brunswick,1/15 Cassels Rd,2,u,520000.0,SP,Jellis,2017-06-24,5.2,3056,2,1,1,0.0,151.97,1970,Moreland,-37.75788,144.95935,Northern Metropolitan,11918
9814,Brunswick,25 Ford St,3,h,1204000.0,S,Nelson,2017-06-24,5.2,3056,3,1,0,186.0,101.0,1890,Moreland,-37.76227,144.95649,Northern Metropolitan,11918
9815,Brunswick,14 Peveril St,2,h,730000.0,S,Nelson,2017-06-24,5.2,3056,2,1,0,190.0,151.97,1970,Moreland,-37.75676,144.96286,Northern Metropolitan,11918
9817,Brunswick West,27 Halpin St,3,h,1445000.0,S,Collins,2017-06-24,5.2,3055,3,1,2,613.0,112.0,1950,Moreland,-37.76883,144.94592,Northern Metropolitan,7082
9818,Bundoora,74 Arthur St,3,h,796000.0,S,Barry,2017-06-24,12.1,3083,3,2,2,534.0,151.97,1970,Whittlesea,-37.69852,145.04836,Northern Metropolitan,10175
9819,Bundoora,5 Cole Ct,4,h,769000.0,S,Barry,2017-06-24,12.1,3083,4,2,2,662.0,151.97,1970,Banyule,-37.69582,145.07639,Northern Metropolitan,10175
9820,Bundoora,33 Jacqueline Rd,3,h,690000.0,PI,Nelson,2017-06-24,12.1,3083,3,1,2,513.0,151.97,1970,Banyule,-37.69548,145.07377,Northern Metropolitan,10175
9821,Burwood,13 Elizabeth St,3,h,1325000.0,S,Buxton,2017-06-24,10.4,3125,3,1,1,756.0,151.97,1970,Monash,-37.85683,145.09635,Southern Metropolitan,5678
9822,Burwood,20 Pearce St,3,h,1052000.0,S,Buxton,2017-06-24,10.4,3125,3,1,0,801.0,151.97,1970,Whitehorse,-37.85541,145.12836,Southern Metropolitan,5678
9824,Canterbury,3/900 Burke Rd,3,t,1381000.0,S,Jellis,2017-06-24,8.4,3126,3,2,2,230.0,151.97,1970,Boroondara,-37.81653,145.05971,Southern Metropolitan,3265
9825,Carlton,254 Elgin St,3,h,1000000.0,PI,Jellis,2017-06-24,1.6,3053,3,1,0,96.0,80.0,1910,Melbourne,-37.79674,144.96563,Northern Metropolitan,6786
9827,Carlton North,454 Canning St,3,h,1717500.0,S,Nelson,2017-06-24,3.5,3054,3,1,0,202.0,151.97,1970,Yarra,-37.78621,144.97512,Northern Metropolitan,3106
9829,Carlton North,771 Rathdowne St,3,h,1950000.0,S,Nelson,2017-06-24,3.5,3054,3,1,1,309.0,151.97,1970,Yarra,-37.78659,144.97211,Northern Metropolitan,3106
9830,Carnegie,31A Gnarwyn Rd,2,t,817500.0,S,C21,2017-06-24,10.1,3163,2,1,1,292.0,151.97,1970,Glen Eira,-37.89431,145.05902,Southern Metropolitan,7822
9833,Caulfield North,7 Wilks St,3,h,1520000.0,PI,Marshall,2017-06-24,7.8,3161,3,2,2,426.0,151.97,1970,Glen Eira,-37.86323,145.01428,Southern Metropolitan,6923
9834,Caulfield South,25 Gardenvale Rd,4,h,1700000.0,VB,Gary,2017-06-24,8.7,3162,4,2,2,627.0,185.0,1925,Glen Eira,-37.89918,145.01679,Southern Metropolitan,5051
9835,Caulfield South,485 Hawthorn Rd,2,h,960000.0,S,RT,2017-06-24,8.7,3162,2,1,3,294.0,151.97,1970,Glen Eira,-37.89542,145.02057,Southern Metropolitan,5051
9837,Cheltenham,4 Allnutt Ct,3,h,800000.0,SP,Buxton,2017-06-24,17.9,3192,3,1,1,366.0,121.0,1970,Kingston,-37.96877,145.07484,Southern Metropolitan,9758
9838,Cheltenham,17 Barclay Dr,3,h,877000.0,S,Ray,2017-06-24,17.9,3192,3,1,2,533.0,135.0,1965,Kingston,-37.96257,145.08252,Southern Metropolitan,9758
9840,Cheltenham,44 Eunice Dr,3,h,900000.0,S,Barry,2017-06-24,17.9,3192,3,1,2,537.0,120.0,1965,Kingston,-37.96388,145.07807,Southern Metropolitan,9758
9841,Cheltenham,14 Tuck St,3,h,1199000.0,S,C21,2017-06-24,17.9,3192,3,2,2,552.0,151.97,1970,Kingston,-37.97069000000001,145.05928,Southern Metropolitan,9758
9842,Cheltenham,61 Weatherall Rd,4,h,1500000.0,S,Buxton,2017-06-24,17.9,3192,4,2,3,724.0,151.97,1970,Bayside,-37.97076,145.04186,Southern Metropolitan,9758
